1116509 	 121266 	 69891
1116511 	 154286 	 155687
1116511 	 154286 	 121216
1116511 	 154286 	 69891
1116511 	 154286 	 42840
1116511 	 154286 	 123984
1116511 	 154286 	 62785
1116511 	 154286 	 56
1116511 	 154286 	 26363
1116511 	 154286 	 115392
1116511 	 154286 	 31918
1116511 	 154286 	 132539
1116514 	 56 	 124179
1116514 	 56 	 132539
1116514 	 56 	 96406
1116514 	 56 	 38384
1116514 	 56 	 157396
1116514 	 56 	 81906
1116514 	 56 	 62785
1116514 	 56 	 18611
1116514 	 56 	 154286
1116514 	 56 	 121216
1116514 	 56 	 26363
1116514 	 56 	 115392
1116514 	 56 	 31918
1116514 	 56 	 133913
1116514 	 56 	 123984
1116515 	 154286 	 38384
1116515 	 154286 	 56
1116515 	 154286 	 96406
1116515 	 154286 	 69891
1116515 	 154286 	 62785
1116515 	 154286 	 26363
1116515 	 154286 	 81906
1116515 	 154286 	 31918
1116515 	 154286 	 123984
1116515 	 154286 	 11736
1116515 	 154286 	 121216
1116515 	 154286 	 42840
1116515 	 154286 	 115392
1116515 	 154286 	 13798
1116521 	 90265 	 123984
1116521 	 90265 	 115392
1116521 	 90265 	 102387
1116521 	 90265 	 140536
1116521 	 90265 	 62785
1116522 	 90265 	 115392
1116522 	 90265 	 123984
1116522 	 90265 	 140536
1116522 	 90265 	 62785
1116531 	 121216 	 154286
1116531 	 121216 	 26363
1116531 	 121216 	 38384
1116531 	 121216 	 81906
1116531 	 121216 	 121074
1116531 	 121216 	 31918
1116531 	 121216 	 124179
1116531 	 121216 	 157396
1116531 	 121216 	 42840
1116531 	 121216 	 56
1116531 	 121216 	 62785
1116531 	 121216 	 154151
1116531 	 121216 	 132539
1116532 	 121216 	 11736
1116532 	 121216 	 18611
1116532 	 121216 	 105136
1116532 	 121216 	 124179
1116532 	 121216 	 38384
1116532 	 121216 	 14281
1116532 	 121216 	 157396
1116532 	 121216 	 154151
1116532 	 121216 	 42840
1116532 	 121216 	 131010
1116532 	 121216 	 81906
1116532 	 121216 	 56
1116532 	 121216 	 143398
1116532 	 121216 	 154286
1116532 	 121216 	 62785
1116532 	 121216 	 96406
1116532 	 121216 	 14880
1116532 	 121216 	 26363
1116532 	 121216 	 3452
1116532 	 121216 	 31918
1116532 	 121216 	 115392
1116533 	 121216 	 11736
1116533 	 121216 	 105136
1116533 	 121216 	 121074
1116533 	 121216 	 157396
1116533 	 121216 	 154286
1116533 	 121216 	 131010
1116533 	 121216 	 56
1116533 	 121216 	 42840
1116533 	 121216 	 124179
1116533 	 121216 	 38384
1116533 	 121216 	 26363
1116533 	 121216 	 112213
1116533 	 121216 	 96406
1116533 	 121216 	 31918
1116533 	 121216 	 62785
1116533 	 121216 	 81906
1116533 	 121216 	 115392
1116533 	 121216 	 13122
1116536 	 102387 	 115392
1116536 	 102387 	 81906
1116536 	 102387 	 62785
1116536 	 102387 	 123984
1116536 	 102387 	 90265
1116536 	 102387 	 82436
1116539 	 34036 	 92434
1116542 	 383 	 38384
1116542 	 383 	 16132
1116544 	 115392 	 128333
1116544 	 115392 	 124179
1116544 	 115392 	 58354
1116544 	 115392 	 38384
1116544 	 115392 	 31918
1116544 	 115392 	 121074
1116544 	 115392 	 56
1116544 	 115392 	 154286
1116544 	 115392 	 102387
1116544 	 115392 	 62785
1116544 	 115392 	 26363
1116544 	 115392 	 121216
1116544 	 115392 	 82436
1116544 	 115392 	 101992
1116544 	 115392 	 14880
1116544 	 115392 	 81906
1116544 	 115392 	 42840
1116544 	 115392 	 96406
1116544 	 115392 	 90265
1116545 	 140536 	 62785
1116545 	 140536 	 90265
1116545 	 140536 	 123984
1116545 	 140536 	 137834
1116545 	 140536 	 121074
1116545 	 140536 	 145579
1116547 	 64585 	 31332
1116548 	 136708 	 10254
1116559 	 164517 	 69891
1116559 	 164517 	 3658
1116559 	 164517 	 137040
1116563 	 99927 	 31918
1116564 	 81906 	 124179
1116564 	 81906 	 102387
1116564 	 81906 	 60312
1116564 	 81906 	 154286
1116564 	 81906 	 26363
1116564 	 81906 	 121216
1116564 	 81906 	 96406
1116564 	 81906 	 38384
1116564 	 81906 	 123984
1116564 	 81906 	 56
1116564 	 81906 	 6084
1116564 	 81906 	 42840
1116564 	 81906 	 143398
1116564 	 81906 	 18922
1116564 	 81906 	 131010
1116564 	 81906 	 132539
1116564 	 81906 	 101992
1116567 	 132539 	 56
1116567 	 132539 	 124179
