150001 	 コバチ 	 0 	 0 	 0 	 0 	 男性
150002 	 りょーへー 	 1 	 1 	 1 	 1 	 男性
150003 	 EIKICHI 	 0 	 0 	 0 	 0 	 男性
150004 	 まってぃ 	 0 	 0 	 0 	 0 	 男性
150005 	 麺好き 	 0 	 0 	 0 	 0 	 男性
150006 	 狭間の悪魔 	 0 	 0 	 0 	 0 	 男性
150007 	 のり 	 0 	 0 	 0 	 0 	 男性
150008 	 you 	 3 	 3 	 1 	 0 	 男性
150009 	 惡羅惡羅 	 0 	 0 	 0 	 0 	 男性
150010 	 田中さん 	 1 	 1 	 2 	 0 	 男性
150011 	 tiantian 	 0 	 0 	 0 	 0 	 男性
150012 	 神吉 	 0 	 0 	 1 	 0 	 男性 - 福岡県
150013 	 ラッポ 	 1 	 1 	 1 	 0 	 男性
150014 	 だまっちょ 	 0 	 0 	 0 	 0 	 男性
150015 	 shoji 	 0 	 0 	 0 	 0 	 男性
150016 	 ラーメンたろう 	 0 	 0 	 0 	 0 	 男性
150017 	 坦々小僧 	 0 	 0 	 0 	 0 	 男性
150018 	 よーじ 	 0 	 0 	 0 	 0 	 男性
150019 	 ポンタ 	 0 	 0 	 0 	 0 	 男性
150020 	 テニック 	 0 	 0 	 0 	 0 	 男性
150021 	 goro 	 0 	 0 	 0 	 0 	 男性
150022 	 なみつ隊員 	 0 	 0 	 0 	 0 	 男性
150023 	 松葉の湯 	 1 	 1 	 0 	 0 	 男性
150024 	 だぼっち 	 3 	 3 	 0 	 2 	 男性
150025 	 ひで 	 0 	 0 	 0 	 0 	 男性
150026 	 masana 	 0 	 0 	 0 	 0 	 男性
150027 	 Akit 	 2 	 2 	 0 	 4 	 男性
150028 	 meshi 	 0 	 0 	 0 	 0 	 男性
150029 	 welk katze 	 0 	 0 	 0 	 0 	 男性
150030 	 うった 	 0 	 0 	 0 	 0 	 男性
150031 	 shige 	 0 	 0 	 0 	 0 	 男性
