80001 	 ホームズ321 	 4 	 4 	 0 	 0 	 なし
80002 	 まるはし 	 0 	 0 	 0 	 0 	 なし
80003 	 kark 	 0 	 0 	 0 	 0 	 なし
80004 	 kurohige 	 0 	 0 	 0 	 0 	 なし
80005 	 しん 	 0 	 0 	 0 	 0 	 なし
80006 	 tomo 	 0 	 0 	 0 	 0 	 なし
80007 	 umaya 	 0 	 0 	 0 	 0 	 なし
80008 	 hide 2664 	 3 	 2 	 0 	 0 	 なし
80009 	 kazz 	 0 	 0 	 0 	 0 	 なし
80010 	 ちぢれ麺 	 45 	 35 	 0 	 15 	 男性 - 岩手県 (1973年生まれ)
80011 	 ともち 	 0 	 0 	 0 	 0 	 なし
80012 	 frog 	 1 	 1 	 0 	 0 	 なし
80013 	 ねずみマン 	 13 	 11 	 0 	 0 	 なし
80014 	 とんがりぼーい 	 0 	 0 	 0 	 0 	 なし
80015 	 いけちゃん 	 0 	 0 	 0 	 0 	 なし
80016 	 ジョー 	 0 	 0 	 0 	 0 	 なし
80017 	 しげ 	 0 	 0 	 0 	 0 	 なし
80018 	 fuhetoshi 	 0 	 0 	 0 	 0 	 なし
80019 	 けんしろう 	 0 	 0 	 0 	 0 	 なし
80020 	 ぼくんだ 	 0 	 0 	 0 	 0 	 なし
80021 	 manabu_bu 	 0 	 0 	 0 	 0 	 なし
80022 	 ゴロー 	 0 	 0 	 0 	 0 	 なし
80023 	 simple aaa 	 0 	 0 	 0 	 0 	 なし
80024 	 鴻巣ラーメンおやじ 	 2 	 1 	 0 	 0 	 なし
80025 	 ソフテニ 	 0 	 0 	 0 	 0 	 なし
80026 	 ゆっぽ 	 1 	 1 	 0 	 1 	 なし
80027 	 nobu3 	 1 	 1 	 0 	 0 	 なし
80028 	 れお 	 0 	 0 	 0 	 0 	 なし
80029 	 maeh074500 	 0 	 0 	 0 	 0 	 なし
80030 	 kumi 	 0 	 0 	 0 	 0 	 なし
80031 	 kingking 	 0 	 0 	 0 	 0 	 なし
80032 	 よねやま 	 0 	 0 	 0 	 0 	 なし
80033 	 のり 	 0 	 0 	 0 	 0 	 なし
80034 	 アウィン 	 0 	 0 	 0 	 0 	 なし
80035 	 カンクネン 	 43 	 14 	 0 	 6 	 男性 - 埼玉県
80036 	 おび 	 0 	 0 	 0 	 0 	 なし
80037 	 sugi-y 	 0 	 0 	 0 	 0 	 なし
80038 	 ｽｰﾊﾟｰﾓﾘｵ 	 0 	 0 	 0 	 0 	 なし
80039 	 デコイチ 	 0 	 0 	 0 	 0 	 なし
80040 	 2ys 	 0 	 0 	 0 	 0 	 なし
80041 	 さぁちゃん 	 0 	 0 	 0 	 0 	 なし
80042 	 p_wife 	 0 	 0 	 0 	 0 	 なし
80043 	 saime 	 9 	 9 	 0 	 2 	 なし
80044 	 ひまわり００９５ 	 6 	 1 	 0 	 7 	 なし
80045 	 若林淳一 	 0 	 0 	 0 	 0 	 なし
80046 	 ひるあんどん 	 1 	 1 	 0 	 0 	 なし
80047 	 peko3 	 2 	 1 	 0 	 0 	 なし
80048 	 ヤマト 	 0 	 0 	 0 	 0 	 なし
80049 	 mamu 	 0 	 0 	 0 	 0 	 茨城県
80050 	 kyon 	 0 	 0 	 0 	 0 	 なし
80051 	 B級グルメ王B吉 	 1 	 1 	 0 	 0 	 なし
80052 	 Nobu 	 0 	 0 	 0 	 0 	 なし
80053 	 heroaki 	 0 	 0 	 0 	 0 	 なし
80054 	 みーしゃ 	 0 	 0 	 0 	 0 	 なし
80055 	 HJC 	 0 	 0 	 0 	 0 	 なし
80056 	 スプラッシュ 	 0 	 0 	 0 	 0 	 なし
80057 	 栗五郎 	 0 	 0 	 0 	 0 	 なし
80058 	 トム 	 0 	 0 	 0 	 0 	 なし
80059 	 リューソン 	 0 	 0 	 0 	 0 	 なし
80060 	 CIA 	 0 	 0 	 0 	 0 	 なし
80061 	 TheDustMake 	 0 	 0 	 0 	 0 	 なし
80062 	 dotps 	 0 	 0 	 0 	 0 	 なし
80063 	 SUFUZAN 	 1 	 1 	 0 	 0 	 なし
80064 	 えすぱあ 	 0 	 0 	 0 	 0 	 なし
80065 	 ばんび 	 0 	 0 	 0 	 0 	 なし
80066 	 marushin 	 0 	 0 	 0 	 0 	 なし
80067 	 hiro 	 0 	 0 	 0 	 0 	 なし
80068 	 やっちゃん 	 0 	 0 	 0 	 0 	 なし
80069 	 nobody 	 1 	 1 	 0 	 0 	 なし
80070 	 Re:Tsu 	 0 	 0 	 0 	 0 	 なし
80071 	 もちお 	 0 	 0 	 0 	 0 	 なし
80072 	 coco 	 2 	 1 	 0 	 0 	 なし
80073 	 Jude 	 0 	 0 	 0 	 0 	 なし
80074 	 すー 	 0 	 0 	 0 	 0 	 なし
80075 	 yusu 	 0 	 0 	 0 	 0 	 なし
80076 	 nanami 	 0 	 0 	 0 	 0 	 なし
80077 	 guri 	 0 	 0 	 0 	 0 	 なし
80078 	 ドテチン 	 0 	 0 	 0 	 0 	 なし
80079 	 ごちになります 	 0 	 0 	 0 	 0 	 なし
80080 	 izunann 	 0 	 0 	 0 	 0 	 なし
80081 	 dale 	 0 	 0 	 0 	 0 	 なし
80082 	 sakutaro 	 3 	 3 	 0 	 3 	 なし
80083 	 ねこば 	 0 	 0 	 0 	 0 	 なし
80084 	 くろ 	 0 	 0 	 0 	 0 	 なし
80085 	 godspeed091 	 0 	 0 	 0 	 0 	 なし
80086 	 りっくん 	 11 	 11 	 0 	 0 	 なし
80088 	 unk0 	 0 	 0 	 0 	 0 	 なし
80089 	 たつじん 	 0 	 0 	 0 	 0 	 なし
80090 	 ほりすたあ 	 0 	 0 	 0 	 0 	 なし
80091 	 sasuke 	 0 	 0 	 0 	 0 	 なし
80093 	 kadoman 	 0 	 0 	 0 	 0 	 なし
80094 	 ぼー 	 0 	 0 	 0 	 0 	 なし
80095 	 kj 	 0 	 0 	 0 	 0 	 なし
80097 	 don 	 0 	 0 	 0 	 0 	 なし
80098 	 ざえもん 	 3 	 3 	 0 	 0 	 なし
80099 	 ちゃんちゃん 	 0 	 0 	 0 	 0 	 なし
80100 	 Moto 	 2 	 2 	 0 	 0 	 なし
80101 	 c3miri 	 0 	 0 	 0 	 0 	 なし
80102 	 yam 	 0 	 0 	 0 	 0 	 なし
80104 	 ぴっぴ３８９ 	 0 	 0 	 0 	 0 	 なし
80105 	 よう 	 0 	 0 	 0 	 0 	 なし
80106 	 キャサリン・ジェーンウェイ 	 1 	 1 	 0 	 0 	 なし
80107 	 ニック 	 0 	 0 	 0 	 0 	 なし
80108 	 lostman 	 0 	 0 	 0 	 0 	 なし
80109 	 kobarn 	 0 	 0 	 0 	 0 	 男性 - 東京都
80110 	 おむ 	 0 	 0 	 0 	 0 	 なし
80111 	 タカヤン 	 0 	 0 	 0 	 0 	 なし
80112 	 sadanaga 	 0 	 0 	 0 	 0 	 なし
80114 	 たむりえ 	 0 	 0 	 0 	 0 	 なし
80115 	 gowasu 	 0 	 0 	 0 	 0 	 なし
80116 	 しん 	 0 	 0 	 0 	 0 	 なし
80117 	 ymm789 	 0 	 0 	 0 	 0 	 なし
80118 	 タイ 	 0 	 0 	 0 	 0 	 なし
80119 	 くにゃー 	 0 	 0 	 0 	 0 	 なし
80120 	 かいじゅう 	 0 	 0 	 0 	 0 	 なし
80121 	 TKUN 	 0 	 0 	 0 	 0 	 なし
80122 	 あんぽんたん 	 3 	 3 	 0 	 0 	 なし
80123 	 やま 	 0 	 0 	 0 	 0 	 なし
80124 	 ようしち 	 0 	 0 	 0 	 0 	 なし
80125 	 やなぎ 	 0 	 0 	 0 	 0 	 なし
80126 	 daisaku0612 	 0 	 0 	 0 	 0 	 なし
80127 	 ようちん 	 0 	 0 	 0 	 0 	 なし
80128 	 かつお 	 0 	 0 	 0 	 0 	 なし
80129 	 手羽先！？ 	 0 	 0 	 0 	 0 	 なし
80130 	 hiro 	 0 	 0 	 0 	 0 	 なし
80131 	 よーぐると 	 8 	 1 	 0 	 0 	 なし
80132 	 ｈｕｓｓｙ 	 1 	 1 	 0 	 0 	 なし
80133 	 ウィルパパ 	 0 	 0 	 0 	 0 	 なし
80134 	 カイ 	 0 	 0 	 0 	 0 	 なし
80135 	 ○た 	 0 	 0 	 0 	 0 	 なし
80136 	 kazu 	 0 	 0 	 0 	 0 	 なし
80137 	 らーど 	 0 	 0 	 0 	 0 	 なし
80138 	 uejiro 	 0 	 0 	 0 	 0 	 なし
80139 	 igoshumi 	 0 	 0 	 0 	 0 	 なし
80140 	 gishin1981 	 0 	 0 	 0 	 0 	 なし
80141 	 波乗りおじさん 	 0 	 0 	 0 	 0 	 なし
80142 	 やなぎぃ 	 0 	 0 	 0 	 0 	 なし
80143 	 konotaku 	 0 	 0 	 0 	 0 	 なし
80144 	 torezo 	 0 	 0 	 0 	 0 	 なし
80145 	 acidbox303 	 1 	 1 	 2 	 0 	 なし
80146 	 エイトマン 	 0 	 0 	 0 	 0 	 なし
80147 	 びび 	 0 	 0 	 0 	 0 	 なし
80148 	 ぶっちゃー 	 0 	 0 	 0 	 0 	 なし
80149 	 TAKAYAN 	 0 	 0 	 0 	 0 	 なし
80150 	 けんずぃ 	 0 	 0 	 0 	 0 	 なし
80151 	 コバッチ 	 0 	 0 	 0 	 0 	 男性 - 埼玉県 (1979年生まれ)
80152 	 帝王 	 4 	 4 	 0 	 2 	 なし
80153 	 shibachal 	 0 	 0 	 0 	 0 	 なし
80154 	 ひらしん 	 0 	 0 	 0 	 0 	 なし
80155 	 タツヤ 	 0 	 0 	 0 	 0 	 なし
80156 	 ssk0724m 	 0 	 0 	 0 	 0 	 なし
80157 	 モヌラ 	 0 	 0 	 0 	 0 	 なし
80158 	 taka 	 0 	 0 	 0 	 0 	 なし
80159 	 2438 	 0 	 0 	 0 	 0 	 なし
80160 	 endryu 	 0 	 0 	 0 	 0 	 なし
80161 	 milanista 	 0 	 0 	 0 	 0 	 なし
80162 	 西犬 	 0 	 0 	 0 	 0 	 なし
80163 	 take 	 0 	 0 	 0 	 0 	 なし
80164 	 チェル 	 0 	 0 	 0 	 0 	 なし
80165 	 まこと侍 	 0 	 0 	 0 	 0 	 なし
80166 	 ぼけたみけ 	 0 	 0 	 1 	 0 	 なし
80167 	 放浪記 	 0 	 0 	 0 	 0 	 なし
80168 	 あんが～ら 	 0 	 0 	 0 	 0 	 なし
80169 	 みはやん 	 0 	 0 	 0 	 0 	 なし
80170 	 紅野豚 	 0 	 0 	 0 	 0 	 なし
80171 	 にっく 	 0 	 0 	 0 	 0 	 なし
80172 	 ＧＰＵ５２ 	 0 	 0 	 0 	 0 	 なし
80173 	 TypeR 	 1 	 1 	 0 	 0 	 なし
80174 	 Ｌｏｇｉｃ 	 0 	 0 	 0 	 0 	 なし
80175 	 チュウ 	 0 	 0 	 0 	 0 	 なし
80176 	 コトラ 	 0 	 0 	 0 	 0 	 なし
80177 	 keiki 	 10 	 10 	 0 	 2 	 男性 - 埼玉県
80178 	 daijiro47 	 0 	 0 	 0 	 0 	 なし
80179 	 smd 	 0 	 0 	 0 	 0 	 なし
80180 	 かま 	 3 	 3 	 0 	 0 	 なし
80181 	 ぷう 	 0 	 0 	 0 	 0 	 なし
80182 	 dxeqxdt 	 0 	 0 	 0 	 0 	 なし
80183 	 YamamotoMasato 	 0 	 0 	 0 	 0 	 男性 - 東京都
80184 	 hidahida2002 	 0 	 0 	 0 	 0 	 なし
80185 	 piroro 	 0 	 0 	 0 	 0 	 なし
80186 	 taka 	 0 	 0 	 0 	 0 	 なし
80188 	 葵 	 0 	 0 	 0 	 0 	 なし
80189 	 なご 	 0 	 0 	 0 	 0 	 なし
80190 	 t7kamiya 	 0 	 0 	 0 	 0 	 なし
80191 	 ののこ 	 0 	 0 	 0 	 0 	 なし
80192 	 kou 	 0 	 0 	 0 	 0 	 なし
80193 	 godkasa 	 0 	 0 	 0 	 0 	 なし
80194 	 食通 	 12 	 1 	 0 	 7 	 なし
80195 	 シマダ・レノン 	 1 	 1 	 0 	 0 	 なし
80196 	 kitson 	 1 	 1 	 0 	 0 	 なし
80198 	 Marpy 	 0 	 0 	 0 	 0 	 なし
80199 	 サバ 	 0 	 0 	 0 	 0 	 なし
80200 	 おっくん 	 0 	 0 	 1 	 0 	 なし
80201 	 ぐっさん 	 0 	 0 	 0 	 0 	 なし
80203 	 Ken 	 0 	 0 	 0 	 0 	 なし
80204 	 二十一回麺士 	 0 	 0 	 0 	 0 	 なし
80205 	 kono910 	 0 	 0 	 0 	 0 	 なし
80206 	 kuny 	 0 	 0 	 0 	 0 	 なし
80207 	 はるたけ 	 0 	 0 	 0 	 0 	 なし
